title,rating,feature
Freaky Friday,6.511,mother daughter bicker everything anna wear like want old turn anna detest te fiancé magical fortune cookie switch personality get peek person feel think life comedy family fantasy mark waters lindsay lohan jamie lee curtis harold gould chad michael murray
Lady and the Tramp,7.1,lady golden cocker spaniel meet mongrel dog call tramp obviously wrong side town happening lady home make decide travel family animation romance clyde geronimi barbara luddy larry roberts peggy lee bill thompson
D-Tox,5.571,disgraced fbi agent drinking problem join nine troubled law enforcement officer isolated detox clinic wild wyoming therapeutic sanctuary become nightmarish hellhole major snowstorm cut clinic outside world enable killer inside get busy thriller crime horror jim gillespie sylvester stallone polly walker charles s. dutton kris kristofferson
The Replacements,6.643,maverick oldguard coach jimmy mcginty hire wake player strike help washington sentinels advance playoff impossible dream hinge whether replacement hunker job mcginty dust secret dossier explayers never get chance screw one give knit together baddream team guy may give sentinel title shot comedy howard deutch keanu reeves gene hackman brooke langton orlando jones
Double Jeopardy,6.594,frame murder husband libby parson survive long year prison two burn desire sustain find son solve mystery destroy oncehappy life stand quest however parole officer travis lehman libby pose challenge cynical officer one force face failing pit superior law enforcement colleague drama thriller mystery bruce beresford ashley judd tommy lee jones bruce greenwood annabeth gish
Deuce Bigalow: Male Gigolo,5.972,deuce bigalow less attractive luck aquarium cleaner one day wreck house gigolo need quick money repair way make become gigolo take unusual mix female client encounter couple problem though fall love one unusual client sleazy police officer hot trail comedy mike mitchell rob schneider william forsythe eddie griffin arija bareikis
Nowhere to Run,6.357,escape convict sam gillen singlehandedly take ruthless developer determine evict widow two young child action drama thriller romance robert harmon jean-claude van damme rosanna arquette kieran culkin ted levine
Chaplin,7.436,age charlie chaplin narrate life autobiography editor include rise wealth comedic fame poverty turbulent personal life runin fbi drama richard attenborough robert downey jr. geraldine chaplin paul rhys john thaw
The Money Pit,6.495,evict manhattan apartment couple buy look like home dreams—only find saddle bankaccountdraining nightmare struggle keep relationship together rambling mansion fall piece around two watch hilarious horror everything—including kitchen sink—disappears money pit comedy romance richard benjamin tom hanks shelley long alexander godunov maureen stapleton
The Basketball Diaries,7.397,high school basketball player ’ life turn upside freefalling harrowing world drug addiction drama crime scott kalvert leonardo dicaprio mark wahlberg lorraine bracco michael imperioli
Death Race,6.271,terminal island new york 2020 overcrowd u penal system reach breaking point prison turn monolithic weyland corporation see jail full thug opportunity televised sport adrenalized inmate global audience hungry violence spectacular enclose arena come together form death race big brutal event action thriller science fiction paul w. s. anderson jason statham joan allen ian mcshane tyrese gibson
The Karate Kid Part III,5.888,despondent closing karate school cobra kai teacher john kreese join ruthless businessman martial artist get revenge daniel mr miyagi action family drama adventure john g. avildsen ralph macchio pat morita robyn lively thomas ian griffith
Bride Wars,6.2,two best friend become rival respective wedding accidentally book day comedy romance gary winick kate hudson anne hathaway bryan greenberg chris pratt
Fear,6.425,nicole walker always dream sweep away someone special — someone strong sexy sensitive would care anything else world david modernday knight charm seduce body soul perfect boyfriend seem sweet facade mask savage dark side soon transform nicole dream nightmare thriller james foley mark wahlberg reese witherspoon william petersen amy brenneman
The Hunchback of Notre Dame,7.117,isolate bellringer quasimodo wish leave notre dame tower wish judge claude frollo stern guardian paris straitlaced minister justice first venture outside world find esmeralda kindhearted fearless romani woman openly stand frollo tyranny drama animation family gary trousdale tom hulce demi moore tony jay kevin kline
The Crow: City of Angels,5.528,murder victim bring back life mysterious crow help beautiful woman exact revenge killer – realize enemy discover one weakness destroy forever action fantasy thriller tim pope vincent perez mia kirshner iggy pop thomas jane
The Arrival,5.986,zane ziminski astrophysicist receive message seem extraterrestrial origin eerily soon discovery zane fire embark search determine origin transmission lead hitchcockian labyrinth paranoia intrigue science fiction thriller horror david twohy charlie sheen lindsay crouse richard schiff ron silver
Child's Play,6.713,innocentlooking doll inhabit soul serial killer refuse die horror tom holland alex vincent brad dourif catherine hicks chris sarandon
The Ghost and the Darkness,6.767,sir robert beaumont behind schedule railroad africa enlist note engineer john henry patterson right ship beaumont expect result everything seem great crew discover mutilated corpse project foreman seemingly kill lion several attack patterson call famed hunter charles remington finally meet match bloodthirsty lion adventure action thriller horror history stephen hopkins michael douglas val kilmer tom wilkinson john kani
Police Academy 4: Citizens on Patrol,5.493,new batch recruit arrives police academy time group civilian volunteer join commandant lassard new citizen patrol program although community relation project strong governmental support disgusted captain harris determine see fail comedy crime jim drake steve guttenberg bubba smith michael winslow david graf
The Cat in the Hat,5.281,rainy day mother conrad sally pet fish visit mischievous cat hat fun soon turn mayhem sibling must figure rid maniacal cat comedy adventure family fantasy bo welch mike myers dakota fanning spencer breslin kelly preston
The Girl Next Door,6.718,exceptionally ambitious high schooler matthew aspiration career politics fall love gorgeous 19yearold neighbor danielle matthew bright future jeopardize find danielle porn star danielle past catch matthew love force reevaluate goal comedy romance luke greenfield emile hirsch elisha cuthbert timothy olyphant christopher marquette
George of the Jungle,5.606,deep african jungle baby name george sole survivor plane crash raise gorilla george grow buff lovable klutz rainforest full animal friend tookie bigbeaked toucan messenger ape witty talk gorilla shep peanutloving pooch elephant poacher mess george pal king swing swing action adventure comedy family romance sam weisman brendan fraser leslie mann thomas haden church john cleese
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,7.012,ashtray move south central la live father appear age grandmother like talk tough smoke reefer fall gangbanging cousin loc dog along requisite pistol uzi carry thermonuclear warhead selfdefense ashtray able keep live straight life comedy crime paris barclay shawn wayans marlon wayans tracey cherelle jones chris spencer
Cradle 2 the Grave,6.094,gang leader tony pull major diamond heist crew copturnedcriminal ling know loot responds kidnap tony daughter hold ransom unfortunately tony lose diamond well frantically search daughter jewel tony pair highkicking government agent work ling seek revenge action crime drama andrzej bartkowiak jet li dmx kelly hu anthony anderson
Mean Girls,7.211,cady heron hit plastic alist girl clique new school make mistake fall aaron samuel exboyfriend alpha plastic regina george drama comedy mark waters lindsay lohan rachel mcadams lizzy caplan lacey chabert
Pay It Forward,7.328,like kid 12yearold trevor mckinney believe goodness human nature like many kid determine change world good unlike kid succeed drama mimi leder kevin spacey helen hunt angie dickinson haley joel osment
The Dead Pool,6.266,dirty harry callahan return final film adventure together partner al quan must investigate systematic murder actor musician time harry learn murder part sick game predict death celebrity happen may late action crime thriller buddy van horn clint eastwood patricia clarkson liam neeson evan c. kim
The Seven Year Itch,7.056,family away annual summer holiday publishing executive decides live bachelor life beautiful ditzy blonde apartment catch eye soon start spending time together—maybe little much time comedy romance billy wilder marilyn monroe tom ewell evelyn keyes sonny tufts
It Could Happen to You,6.592,charlie lang simple kindhearted new york city cop realize money tip waitress yvonne biasi lang offer half winning lottery ticket amazingly ticket happen winner sum 4 million true word lang proceeds share prize money biasi infuriate greedy wife muriel content arrangement muriel begin scheme take money comedy drama romance andrew bergman nicolas cage bridget fonda rosie perez wendell pierce
You Don't Mess with the Zohan,5.71,israeli counterterrorism soldier secretly fabulous ambition become manhattan hairstylist zohan desire run deep anything include fake death go headtohead arab cab driver make dream come true comedy action dennis dugan adam sandler emmanuelle chriqui john turturro nick swardson
The Waterboy,6.057,bobby boucher water boy struggle college football team coach discover boucher hidden rage make tackle machine whose bonecrushing power might vault team playoff comedy frank coraci adam sandler kathy bates henry winkler fairuza balk
The Strangers,6.113,4 knock door haunting voice kristen mckay james hoyt ’ remote getaway become psychological night terror three mask stranger invade must go far beyond think capable hope survive horror mystery thriller bryan bertino liv tyler scott speedman gemma ward kip weeks
Wall Street,7.2,young impatient stockbroker willing anything get top include trading illegal inside information take ruthless greedy corporate raider take youth wing crime drama oliver stone charlie sheen michael douglas martin sheen daryl hannah
Halloween III: Season of the Witch,5.2,terrified toy salesman mysteriously attack hospital babble clutch year popular halloween costume eerie pumpkin mask suddenly doctor daniel challis find thrust terrifying nightmare horror thriller science fiction tommy lee wallace tom atkins stacey nelkin dan o'herlihy michael currie
Bringing Down the House,5.991,uptight lawyer peter sanderson want dive back dating divorce hard time meet right woman try online dating luck start chat fellow lawyer two agree meet flesh woman meet — escaped africanamerican convict name charlene — expect peter freak charlene try convinces take case prove innocence along way wreak havoc middleclass life get lesson learn lighten comedy drama adam shankman steve martin queen latifah eugene levy joan plowright
Iron Sky,5.735,last moment world war ii secret nazi space program evade destruction flee dark side moon 70 year utter secrecy nazis construct gigantic space fortress massive armada fly saucer action comedy science fiction timo vuorensola julia dietze christopher kirby götz otto udo kier
The Watcher,5.076,fbi agent joel campbell burntout willshocked year spend chase serial killer flees la begin new life chicago five month later joel best laid plan abruptly cut short new hometown become setting particularly gruesome murder murder could commit one man david allen griffin one joel elusive cunning nemesis griffin follow former pursuer chicago order play sadistic game cat mouse taunt joel photograph intend victim leave crime scene meticulously free clue order keep police bay griffin derives much pleasure watch joel react every movement watch victim die griffin move joel inner circle joel must quickly find way stop someone close become next one die mystery thriller joe charbanic james spader keanu reeves marisa tomei ernie hudson
Looney Tunes: Back in Action,6.4,feed attention go bug bunny daffy duck quits hollywood team recentlyfired stuntman damien drake jr embarks roundtheworld adventure along bug vp warner bros mission find damien father miss blue diamond stay one step ahead acme corp want diamond purpose animation comedy family joe dante brendan fraser jenna elfman steve martin joe alaskey
American Psycho II: All American Girl,4.5,rachel criminology student hop land position teacher assistant professor robert starkman sure position pave way fbi career willing anything obtain include kill classmate school psychiatrist dr daniel becomes aware rachel insane rachel skilled dangerous game death identity theft horror thriller morgan j. freeman mila kunis william shatner geraint wyn davies lindy booth
The Client,6.684,streetwise kid mark sway see suicide jerome clifford prominent louisiana lawyer whose current client barry blade muldano mafia hitman jerome shoot tell mark body senator bury clifford shoot mark find scene fbi mafia quickly realize mark probably know say drama thriller crime mystery joel schumacher brad renfro susan sarandon tommy lee jones mary-louise parker
What a Girl Wants,6.257,american girl daphne head europe search father never meet instead find british version bohemian mother learn love mom life uptight politician problem longlost dad engage fiercely territorial social climber daughter make daphne life miserable comedy romance drama family dennie gordon amanda bynes colin firth kelly preston eileen atkins
The Haunted Mansion,5.665,workaholic jim evers wifebusiness partner sara get call one night mansion owner edward gracey want sell house evers family arrive mansion torrential thunderstorm mysterious origin strand brooding eccentric gracey mysterious butler variety resident see unseen thriller fantasy comedy family mystery rob minkoff eddie murphy marsha thomason terence stamp nathaniel parker
Quantum of Solace,6.3,betray vesper woman love 007 fight urge make late mission personal pursue determination uncover truth bond interrogate mr white reveal organization blackmail vesper far complex dangerous anyone imagine adventure action thriller crime marc forster daniel craig olga kurylenko mathieu amalric judi dench
The Tuxedo,5.719,cabbieturnedchauffeur jimmy tong learns really one rule work playboy millionaire clark devlin never touch devlin prized tuxedo devlin temporarily put commission explosive accident jimmy put tux soon discovers extraordinary suit may black belt black tie pair partner inexperienced jimmy become unwitting secret agent thriller action comedy science fiction kevin donovan jackie chan jennifer love hewitt jason isaacs debi mazar
Little Shop of Horrors,6.919,seymour krelborn nerdy orphan work mushnik flower shop urban skid row harbor crush fellow coworker audrey fulquard berate mr mushnik daily one day seymour find mysterious unidentified plant call audrey ii plant seem craving blood soon begin sing supper horror comedy frank oz rick moranis ellen greene vincent gardenia levi stubbs
The Frighteners,6.889,architect frank bannister pass exorcist evil spirit bolster facade claim special gift result car accident kill wife count people die small town live try piece together supernatural mystery killing fall love wife one victim deal crazy fbi agent horror comedy peter jackson michael j. fox trini alvarado peter dobson john astin
The Texas Chainsaw Massacre: The Beginning,6.1,chrissie friend set road trip final fling one ship vietnam along way bikers harass foursome accident throw chrissie vehicle lawman arrive scene kill one bikers bring chrissie friend hewitt homestead young leatherface learn tool terror horror jonathan liebesman jordana brewster taylor handley diora baird matt bomer
The One,6.114,sheriff deputy fight alternate universe version grow strong alternate self kill action science fiction thriller james wong jet li carla gugino delroy lindo jason statham
Showgirls,5.554,fresh las vega connection nomi malone take job exotic dancer talent quickly notice cristal headline dancer sense opportunity bolster act nomi play second fiddle soon begin venomous path top ruthlessly backstabbing anyone get way drama paul verhoeven elizabeth berkley kyle maclachlan gina gershon glenn plummer
Children of the Corn,5.734,travel couple end abandoned nebraska town inhabit cult murderous child worship demon live local cornfield horror thriller fritz kiersch peter horton linda hamilton r.g. armstrong john franklin
Tremors 3: Back to Perfection,5.8,survivalist burt gummer return home perfection find little town shake morph maneating graboids action comedy horror science fiction thriller brent maddock michael gross susan chuang shawn christian charlotte stewart
Atlantis: The Lost Empire,7.015,world highly qualified crew archaeologist explorer lead historian milo thatch board incredible 1000foot submarine ulysses head deep mystery sea underwater expedition take unexpected turn team mission must switch explore atlantis protect animation family adventure science fiction gary trousdale michael j. fox cree summer james garner claudia christian
Joy Ride,6.5,three young people road trip colorado new jersey talk trucker cb radio must escape turn psychotic killer mystery thriller drama john dahl paul walker steve zahn leelee sobieski michael mccleery
Tremors 4: The Legend Begins,5.7,1889 seventeen men die mysterious circumstance spook recent event miner populate town leave drove nothing left community action comedy horror western s.s. wilson michael gross sara botsford billy drago brent roam
The Little Rascals,6.775,nineyearold alfalfa fall darla hemanwomanhating friend attempt sabotage relationship romance comedy family penelope spheeris bug hall brittany ashton holmes travis tedford kevin jamal woods
The Guns of Navarone,7.3,team allied saboteur assign impossible mission infiltrate impregnable naziheld island destroy two enormous longrange field gun prevent rescue 2000 trapped british soldier war adventure thriller action j. lee thompson gregory peck david niven anthony quinn stanley baker
The Return of the Living Dead,7.149,foreman frank show new employee freddy secret military experiment supply warehouse louisville kentucky two klutz accidentally release gas reanimate corps flesheating zombie epidemic spread throughout town creature satisfy hunger gory outlandish way frank freddy fight survive help bos mysterious mortician horror comedy dan o'bannon clu gulager james karen don calfa thom mathews
Under the Tuscan Sun,6.9,rough divorce france 35yearold professor writer san francisco take tour tuscany urging friend whim buy bramasole run villa tuscan countryside begin piece life together start villa find life sometimes unexpected way give everything want romance comedy audrey wells diane lane sandra oh vincent riotta lindsay duncan
High School Musical,6.563,popular high school athlete academically gift girl get role school musical develop friendship threaten east high social order comedy drama family music romance tv movie kenny ortega zac efron vanessa hudgens ashley tisdale lucas grabeel
The Fox and the Hound,7.1,feisty little fox name tod adopt farm family quickly become friend fun adorable hound puppy name copper life full hilarious adventure copper expect take role hunting dog object search best friend adventure animation drama family ted berman mickey rooney kurt russell pearl bailey jack albertson
The Black Cauldron,6.4,taran assistant pigkeeper boyish dream become great warrior however put daydreaming aside charge oracular pig name hen wen kidnap evil lord know horned king villain hop hen show way black cauldron power create giant army unstoppable soldier animation adventure family fantasy ted berman grant bardsley susan sheridan john byner nigel hawthorne
The New Guy,5.947,nerdy high school senior dizzy harrison finally get lucky purposely get expel take lesson badass cool convict enrolls new school keep ruse comedy ed decter dj qualls eliza dushku zooey deschanel lyle lovett
Halloween: The Curse of Michael Myers,5.2,six year kidnap cult jamie try escape clutch serial killer uncle michael myers horror thriller joe chappelle donald pleasence paul rudd marianne hagan mitchell ryan
Fatal Attraction,6.844,dan gallagher life good rise new york law firm happily marry wife beth loving daughter casual fling sultry book editor name alex everything change jilt dan alex becomes unstable behavior escalating aggressive pursuit obsessive stalking dan realize main problem hide affair rather save family thriller drama romance adrian lyne michael douglas glenn close anne archer ellen hamilton latzen
Commando,6.682,john matrix former leader special commando strike force always get tough job force back action young daughter kidnap find matrix fight way array punk killer one former commando fully equipped private army help feisty stewardess old friend matrix hour overcome great challenge find daughter kill action adventure thriller mark l. lester arnold schwarzenegger rae dawn chong dan hedaya vernon wells
The Birdcage,7.029,gay cabaret owner drag queen companion agree put false straight front son introduce fiancée conservative moralistic parent comedy mike nichols robin williams nathan lane dan futterman gene hackman
Blue Streak,6.502,mile logan jewel thief hit big time steal huge diamond however two year jail come find hide diamond police building build time robbery attempt regain diamond pose lapd detective action comedy crime les mayfield martin lawrence luke wilson dave chappelle peter greene
"Greystoke: The Legend of Tarzan, Lord of the Apes",6.3,shipping disaster 19th century strand man woman wild africa lady pregnant give birth son tree house soon family ape stumble across house ensue panic parent kill female ape take tiny boy replacement dead infant raise son twenty year later captain phillippe darnot discover man think ape evidence tree house lead believe direct descendant earl greystoke thus take upon return man civilization adventure drama action romance hugh hudson ralph richardson ian holm james fox christopher lambert
The Wedding Singer,6.764,robbie local rock star turn wedding singer dump day wedding meanwhile waitress julia finally set wedding date fiancée glenn julia robbie meet hit find thing complicated anybody think romance comedy frank coraci adam sandler drew barrymore christine taylor allen covert
Smokey and the Bandit,7.0,race car driver try transport illegal beer shipment texas atlanta 28 hour pick reluctant bridetobe way action adventure comedy hal needham burt reynolds sally field jerry reed jackie gleason
Cheaper by the Dozen,6.3,baker brood move chicago patriarch tom get job coach football northwestern university force writer wife mary couple 12 child make major adjustment transition work well work demand pull parent away home leave kid bore increasingly mischievous comedy family shawn levy steve martin bonnie hunt piper perabo tom welling
Major Payne,6.363,major benson winifred payne discharge marine payne killin machine war world long fight battlefield career marine idea civilian commander find job command officer local school jrotc program bunch ragtag loser hope adventure comedy family nick castle damon wayans karyn parsons william hickey michael ironside
Saturday Night Fever,6.728,tony spend saturday disco stylish move raise popularity among patron life outside disco easy thing change get attract stephanie music drama john badham john travolta karen lynn gorney barry miller joseph cali
Secretary,6.769,young woman recently release mental hospital get job secretary demand lawyer employeremployee relationship turn sexual sadomasochistic one comedy drama romance steven shainberg james spader maggie gyllenhaal jeremy davies lesley ann warren
Thirteen,6.624,average 13yearold tracy befriends evie popular girl school tracy world turn upside evie introduces world sex drug cash long tracy new world attitude finally take toll family old friend drama catherine hardwicke evan rachel wood nikki reed holly hunter brady corbet
Scooby-Doo 2: Monsters Unleashed,6.074,solve last mystery spooky island mystery inc gang back coolsville honor exhibit coolsonian criminology museum however mask villain steal costume classic monster display bring life gang must come retirement solve case mystery fantasy adventure comedy raja gosnell freddie prinze jr. sarah michelle gellar matthew lillard linda cardellini
Dressed to Kill,6.934,witness mysterious woman brutally slay homemaker prostitute liz blake find trap dangerous situation police think murderer real killer intent silence witness thriller mystery horror brian de palma nancy allen michael caine angie dickinson keith gordon
The Beverly Hillbillies,6.295,jed clampett kin move arkansas beverly hill become billionaire oil strike country folk naive regard life big city jed start search new wife inevitably plenty taker con artist ready make fast buck comedy family penelope spheeris jim varney diedrich bader erika eleniak cloris leachman
The Last Temptation of Christ,7.244,jesus humble judean carpenter begin see son god draw revolutionary action roman occupier juda despite protestation love violence path salvation burden savior mankind torment jesus throughout life lead doubt drama martin scorsese willem dafoe harvey keitel paul greco steve shill
Yu-Gi-Oh! The Movie,6.1,conclusion battle city tournament deep sand egypt ancient evil awaken anubis defeat century ago yugi ’ mysterious alter ego – ancient pharaoh – return revenge wield power eighth millennium item anubis determine destroy yugi take world animation fantasy action science fiction hatsuki tsuji dan green eric stuart scott rayow wayne grayson
Brewster's Millions,6.584,brewster age minorleague baseball player stand inherit 300 million dollar successfully spend 30 million dollar 30 day without anything show without tell anyone task lot hard sound comedy walter hill richard pryor john candy lonette mckee stephen collins
Tremors II: Aftershocks,6.2,giant underground creature terrorize desert town plow way mexican oil field gobble everything everyone around one man stop action horror comedy science fiction thriller s.s. wilson fred ward helen shaver chris gartin michael gross
Problem Child,6.076,ben healy social climb wife flo adopt funloving seven year old junior soon discover little monster turn camping trip birthday party even baseball game comic nightmare comedy family dennis dugan john ritter jack warden michael j. oliver gilbert gottfried
National Security,5.936,earl montgomery bombastic police academy reject hank rafferty disgraced mildmannered cop seem escape meet opposite side law routine traffic stop escalate control lowly security guard throw together bust smuggling operation action comedy crime dennis dugan martin lawrence steve zahn colm feore bill duke
The Seventh Sign,6.0,abby pregnant woman curious new boarder apartment garage turn heavensent speed along apocalypse bloody river egg plague follow scripture word word horror drama thriller carl schultz demi moore michael biehn jürgen prochnow peter friedman
Presumed Innocent,6.8,rusty sabich deputy prosecutor engage obsessive affair coworker murder soon accuse crime fight clear name become whirlpool lie hidden passion mystery crime thriller alan j. pakula harrison ford brian dennehy raúl juliá bonnie bedelia
The Princess Diaries 2: Royal Engagement,6.685,mia thermopolis college graduate way genovia take duty princess best friend lilly also join summer mia continue princess lessons riding horse sidesaddle archery royal complicated life turn upside learn take crown queen earlier expect comedy drama family romance garry marshall anne hathaway julie andrews hector elizondo john rhys-davies
The Ruins,5.947,american amy stacy jeff eric look fun sunny holiday mexico get much visit archaeological dig jungle horror carter smith jonathan tucker jena malone shawn ashmore laura ramsey
National Lampoon's Vacation,7.115,clark griswold quest take family walley world theme park vacation thing go exactly plan comedy adventure harold ramis chevy chase beverly d'angelo anthony michael hall imogene coca
"See No Evil, Hear No Evil",6.73,murder take place shop david lyon deaf man fail hear gunshot fire outside blind man wally karue hear shot see perpetrator arrest escape form unlikely partnership chase law original killer pair work together outwit comedy crime arthur hiller richard pryor gene wilder joan severance kevin spacey
Child's Play 2,6.299,chucky reconstruct toy factory dispel negative publicity surround doll track young andy barclay foster home chase begin horror thriller john lafia alex vincent brad dourif christine elise jenny agutter
Child's Play 3,5.878,eight year seemingly destroy killer doll teen andy barclay place military school spirit chucky return renew quest seek vengeance recreate mass melt plastic horror thriller jack bender justin whalin brad dourif perrey reeves jeremy sylvers
Baby's Day Out,6.355,baby bink could ask adoring somewhat sicklysweet parent live huge mansion appear social page paper unfortunately everyone world nice baby bink parents—especially three enterprising kidnapper pretend photographer newspaper successfully kidnap baby bink hard time keep hold rascal keep one step ahead seem little bit smarter three bumbling criminal comedy adventure family crime drama patrick read johnson joe mantegna lara flynn boyle joe pantoliano brian haley
The Next Karate Kid,5.347,mr miyagi decide take julie troubled teenager wing learn blame parent demise struggle adjust grandmother fellow pupil action drama family adventure christopher cain pat morita hilary swank michael ironside constance towers
The Secret Garden,7.403,young british girl bear rear india lose neglectful parent earthquake return england live uncle castle uncle distant due loss wife ten year neglect begin explore estate discover garden lock forget aid one servant boy begin restore garden eventually discovers secret manor drama family fantasy agnieszka holland kate maberly heydon prowse andrew knott maggie smith
Anacondas: The Hunt for the Blood Orchid,5.465,blood orchid rare flower could hold secret eternal life worth fortune company find first lead pharmaceutical research team scientific expedition set go explore deep jungle borneo locate bring back sample legendary plant battle rainstorm make way upriver group encounter poisonous insect ferocious crocodile discover stalk even great danger gathering giant anaconda heatsensing fiftyfootlong flesh eater go anyone cross path adventure action horror dwight h. little kadee strickland johnny messner nicholas hope morris chestnut
Aladdin and the King of Thieves,6.264,legendary secret reveal aladdin friends—jasmine abu carpet course always entertaining genie—face sort terrify threat make exciting lastminute escape pursue king thief villainous crew adventure animation family tad stones val bettin jim cummings gilbert gottfried linda larkin
Seed of Chucky,5.5,time around chucky homicidal honey tiffany bring back life orphan offspring glen horror go hollywood chucky unleashes brand murderous mayhem comedy horror don mancini brad dourif jennifer tilly billy boyd redman
Hellboy II: The Golden Army,6.762,hellboy pyrokinetic girlfriend liz aquatic empath abe sapien face big battle underworld elven prince plan reclaim earth magical kindred tire living shadow human prince nuada try awaken ancient force kill machine allpowerful golden army clear way fantasy creature roam free hellboy stop dark prince prevent humanity annihilation fantasy adventure action guillermo del toro ron perlman selma blair doug jones john alexander
Far and Away,6.8,young couple escape ireland dreaming new life land giveaway oklahoma struggle survive betrayal harsh winter condition must fend parent determine bring back home adventure drama romance western ron howard tom cruise nicole kidman thomas gibson robert prosky
Harold & Kumar Go to White Castle,6.528,nerdy accountant harold irrepressible friend kumar get stone watch television find utterly bewitch commercial white castle convince must one nearby two set latenight odyssey take deep new jersey somehow boy manage run afoul redneck cop even carstealing neil patrick harris get anywhere near beloved slider comedy adventure danny leiner john cho kal penn paula garcés neil patrick harris
Freddy's Dead: The Final Nightmare,5.311,think safe sleep freddy krueger return sixth installment nightmare elm street film psychologist maggie burroughs torment recur nightmare meet patient horrific dream quest answer lead certain house elm street nightmare become reality horror thriller rachel talalay robert englund lisa zane shon greenblatt lezlie deane
A League of Their Own,7.2,america stock athletic young men deplete world war ii professional allfemale baseball league spring midwest fund publicityhungry candy maker walter harvey competitive sister dottie hinson kit keller spar scout ernie capadino grumpy hasbeen coach jimmy dugan way fame comedy drama penny marshall tom hanks geena davis lori petty madonna
The Howling,6.563,bizarre near fatal encounter serial killer newswoman send rehabilitation center whose inhabitant may seem horror joe dante dee wallace patrick macnee dennis dugan christopher stone
The Rescuers,6.778,two little mouse possibly save orphan girl fall evil hand little cooperation faith oneself anything possible member mouserun international rescue aid society bernard miss bianca respond orphan penny call help two mouse search clue help old cat name rufus fantasy family animation adventure john lounsbery bob newhart eva gabor geraldine page joe flynn
The Lair of the White Worm,5.9,archaeologist uncover strange skull foreign land resident nearby town begin disappear lead far inexplicable occurrence horror comedy ken russell amanda donohoe hugh grant catherine oxenberg peter capaldi
Halloween 4: The Return of Michael Myers,6.182,michael return haddonfield jamie lloyd – orphaned daughter laurie strode – babysitter rachel dr loomis stop unholy slaughter reach innocent young niece horror thriller dwight h. little donald pleasence danielle harris ellie cornell george p. wilbur
Halloween 5: The Revenge of Michael Myers,5.335,one year later michael myers traumatize young niece horrify discover telepathic bond evil uncle way back haddonfield begin carnage horror thriller fantasy dominique othenin-girard donald pleasence danielle harris ellie cornell wendy foxworth
The Adventures of Buckaroo Banzai Across the 8th Dimension,6.018,adventurersurgeonrock musician buckaroo banzai band men hong kong cavalier take evil alien invader 8th dimension science fiction comedy adventure romance w.d. richter peter weller john lithgow ellen barkin jeff goldblum
The Santa Clause,6.485,christmas eve divorce dad scott calvin son discover santa claus fall roof scott take rein magical sleigh find new santa must convince world disbeliever include fantasy drama comedy family john pasquin tim allen judge reinhold wendy crewson eric lloyd
Not Another Teen Movie,5.788,bet gridiron hero john hughes high school set turn bespectacled plain jane beautiful popular prom queen outrageous sendup teen movie 1980s 90s comedy joel gallen chyler leigh chris evans jaime pressly eric christian olsen
Superman IV: The Quest for Peace,4.562,global superpower engage increasingly hostile arm race superman lead crusade rid world nuclear weapon lex luthor recently spring jail declare war man steel quest save planet use strand superman hair luthor synthesize powerful ally know nuclear man ignite epic battle span earth space action adventure science fiction sidney j. furie christopher reeve margot kidder gene hackman mariel hemingway
The Long Kiss Goodnight,6.613,samantha caine suburban homemaker ideal mom 8 year old daughter caitlin live honesdale pa school teacher make best rice krispie treat town receive bump head begin remember small part previous life lethal topsecret agent crime action mystery thriller renny harlin geena davis samuel l. jackson yvonne zima craig bierko
National Lampoon's European Vacation,6.176,griswalds win vacation europe game show pack bag continent best catch flavor europe know good tourist besides trouble take holiday country speak language adventure comedy romance amy heckerling chevy chase beverly d'angelo dana hill jason lively
Halloween: Resurrection,4.608,reality programmer dangertainment select group thrillseeking teenager spend one night childhood home serial killer michael myers plan live broadcast turn deadly michael decide crash party horror thriller rick rosenthal jamie lee curtis brad loree busta rhymes bianca kajlich
Herbie Fully Loaded,5.774,maggie peyton new owner number 53 freewheelin volkswagen bug mind put car pace road become nascar competitor comedy family adventure fantasy romance angela robinson lindsay lohan michael keaton matt dillon breckin meyer
National Lampoon's Van Wilder,6.027,van wilder attend college far many year scar graduate van ’ father eventually realize go stop pay son tuition fee van must come money want stay college friend come great fundraising idea – throw party however college magazine find reporter gwen send story van wilder thing get little complicated comedy romance walt becker ryan reynolds tara reid tim matheson kal penn
Deuce Bigalow: European Gigolo,5.267,deuce bigalow go amsterdam little accident include two irritating kid bunch aggressive dolphin meet old friend tj hick mysterious killer start kill amsterdam fine gigolo tj mistake extremely gay murderer deuce must enter gigolo industry find real murderer clear tj name comedy mike bigelow rob schneider eddie griffin jeroen krabbé til schweiger
Sky High,6.239,set world superheroes commonly know accept young stronghold son commander jetstream try find balance normal teenager extraordinary adventure comedy family mike mitchell michael angarano mary elizabeth winstead kurt russell kelly preston
Red Eye,6.382,woman kidnap stranger routine flight threaten potential murder father pull plot assist captor politician thriller mystery wes craven rachel mcadams cillian murphy brian cox jayma mays
Black Knight,5.371,martin lawrence play jamal employee medieval world amusement park nearly drown moat awaken find 14th century england comedy fantasy adventure gil junger martin lawrence marsha thomason tom wilkinson jeannette weegar
